ID, VALUE_EN, VALUE_RU, VALUE_UK
"101246","26A","","26А"
"101247","26B","","26Б"
"101248","26V","","26В"
"101249","27","","27"
"101250","28","","28"
"101251","28A","","28А"
"101252","30","","30"
"101253","30A","","30А"
"101254","30B","","30Б"
"101255","31","","31"
"101256","32-38","","32-38"
"101257","33A","","33А"
"101258","33B","","33Б"
"101259","35","","35"
"101260","37","","37"
"101261","37-41","","37-41"
"101262","37/41","","37/41"
"101263","40","","40"
"101264","40A","","40А"
"101265","42","","42"
"101266","43","","43"
"101267","44","","44"
"101268","45","","45"
"101269","45A","","45А"
"101270","46","","46"
"101271","46A","","46А"
"101272","47","","47"
"101273","47A","","47А"
"101274","48","","48"
"101275","49","","49"
"101276","50","","50"
"101277","51/50","","51/50"
"101278","52","","52"
"101279","52A","","52А"
"101280","52D","","52Д"
"101281","53","","53"
"101282","54","","54"
"101283","55","","55"
"101284","55A","","55А"
"101285","55B","","55Б"
"101286","55V","","55В"
"101287","57","","57"
"101288","58/2","","58/2"
"101289","58/2A","","58/2А"
"101290","58/2B","","58/2Б"
"101291","58/2V","","58/2В"
"101292","58/2G","","58/2Г"
"101293","58/2D","","58/2Д"
"101294","59","","59"
"101295","59/65","","59/65"
"101296","59A","","59А"
"101297","60","","60"
"101298","66","","66"
"101299","68","","68"
"101300","70","","70"
"101301","72","","72"
"101302","72A","","72А"
"101303","73","","73"
"101304","74","","74"
"101305","75","","75"
"101306","76","","76"
"101307","77","","77"
"101308","79","","79"
"101309","81","","81"
"101310","82","","82"
"101311","84","","84"
"101312","87","","87"
"101313","89","","89"
"101314","91","","91"
"101315","93","","93"
"101316","103","","103"
"101317","103A","","103А"
"101318","Artema prov. (Kocubins'ke)","","Артема пров. (Коцюбинське)"
"101319","1","","1"
"101320","Artileriis'kii prov.","","Артилерійський пров."
"101321","1A","","1А"
"101322","3","","3"
"101323","5","","5"
"101324","5A","","5А"
"101325","5B","","5Б"
"101326","5V","","5В"
"101327","7/9","","7/9"
"101328","7A","","7А"
"101329","9","","9"
"101330","9A","","9А"
"101331","11","","11"
"101332","13","","13"
"101333","4","","4"
"101334","Arhitektors'ka vul.","","Архітекторська вул."
"101335","5","","5"
"101336","7","","7"
"101337","8","","8"
"101338","9","","9"
"101339","10","","10"
"101340","11","","11"
"101341","11A","","11А"
"101342","11B","","11Б"
"101343","12A","","12А"
"101344","13","","13"
"101345","17/26","","17/26"
"101346","3A","","3А"
"101347","Askol'div prov.","","Аскольдів пров."
"101348","5","","5"
"101349","5A","","5А"
"101350","3","","3"
"101351","Astrahans'ka vul.","","Астраханська вул."
"101352","5","","5"
"101353","19","","19"
"101354","21","","21"
"101355","23","","23"
"101356","25","","25"
"101357","2/4","","2/4"
"101358","Astrahans'kii prov.","","Астраханський пров."
"101359","1","","1"
"101360","Astronomichna vul.","","Астрономічна вул."
"101361","2","","2"
"101362","3","","3"
"101363","4","","4"
"101364","5","","5"
"101365","6","","6"
"101366","8","","8"
"101367","9","","9"
"101368","10","","10"
"101369","11","","11"
"101370","12","","12"
"101371","13","","13"
"101372","14","","14"
"101373","15","","15"
"101374","16","","16"
"101375","17","","17"
"101376","18","","18"
"101377","19","","19"
"101378","20","","20"
"101379","2A","","2А"
"101380","Ahmatovoi Anni vul.","","Ахматової Анни вул."
"101381","2B","","2Б"
"101382","3","","3"
"101383","3A","","3А"
"101384","4","","4"
"101385","5","","5"
"101386","5A","","5А"
"101387","5B","","5Б"
"101388","6","","6"
"101389","7/15","","7/15"
"101390","8","","8"
"101391","9/18","","9/18"
"101392","9/18A","","9/18А"
"101393","11","","11"
"101394","11A","","11А"
"101395","13","","13"
"101396","13A","","13А"
"101397","13B","","13Б"
"101398","13V","","13В"
"101399","13G","","13Г"
"101400","13D","","13Д"
"101401","14","","14"
"101402","14A","","14А"
"101403","14B","","14Б"
"101404","14V","","14В"
"101405","15","","15"
"101406","16A","","16А"
"101407","16B","","16Б"
"101408","16V","","16В"
"101409","16G","","16Г"
"101410","17","","17"
"101411","18","","18"
"101412","19","","19"
"101413","21","","21"
"101414","23","","23"
"101415","25","","25"
"101416","31","","31"
"101417","33","","33"
"101418","35","","35"
"101419","35A","","35А"
"101420","35B","","35Б"
"101421","37","","37"
"101422","39A","","39А"
"101423","39B","","39Б"
"101424","41","","41"
"101425","43","","43"
"101426","44","","44"
"101427","45","","45"
"101428","46","","46"
"101429","46A","","46А"
"101430","47","","47"
"101431","48","","48"
"101432","48A","","48А"
"101433","50","","50"
"101434","1","","1"
"101435","Belins'kogo CHeslava prov.","","Бєлінського Чеслава пров."
"101436","3","","3"
"101437","5","","5"
"101438","5A","","5А"
"101439","6","","6"
"101440","8","","8"
"101441","10","","10"
"101442","7","","7"
"101443","Bigova vul.","","Бігова вул."
"101444","4","","4"
"101445","Bilgorods'ka vul.","","Білгородська вул."
"101446","6","","6"
"101447","8","","8"
"101448","9","","9"
"101449","10","","10"
"101450","12","","12"
"101451","14","","14"
"101452","134","","134"
"101453","2A","","2А"
"101454","Bilec'kogo Akademika vul.","","Білецького Академіка вул."
"101455","3","","3"
"101456","4","","4"
"101457","5","","5"
"101458","5A","","5А"
"101459","5B","","5Б"
"101460","5V","","5В"
"101461","6","","6"
"101462","7","","7"
"101463","8","","8"
"101464","9","","9"
"101465","9A","","9А"
"101466","9B","","9Б"
"101467","9V","","9В"
"101468","10","","10"
"101469","11","","11"
"101470","12","","12"
"101471","12A","","12А"
"101472","14","","14"
"101473","16","","16"
"101474","16A","","16А"
"101475","18","","18"
"101476","20","","20"
"101477","27","","27"
"101478","30","","30"
"101479","34","","34"
"101480","38","","38"
"101481","7B","","7Б"
"101482","Bilic'ka vul.","","Білицька вул."
"101483","8","","8"
"101484","8A","","8А"
"101485","8B","","8Б"
"101486","10","","10"
"101487","11A","","11А"
"101488","12","","12"
"101489","13A","","13А"
"101490","14","","14"
"101491","14A","","14А"
"101492","15","","15"
"101493","15A","","15А"
"101494","16","","16"
"101495","16A","","16А"
"101496","17","","17"
"101497","18","","18"
"101498","18A","","18А"
"101499","18B","","18Б"
"101500","19","","19"
"101501","19A","","19А"
"101502","20","","20"
"101503","21","","21"
"101504","23","","23"
"101505","24-22","","24-22"
"101506","25","","25"
"101507","27","","27"
"101508","28","","28"
"101509","29","","29"
"101510","30","","30"
"101511","31","","31"
"101512","32","","32"
"101513","33","","33"
"101514","34","","34"
"101515","35","","35"
"101516","36","","36"
"101517","37","","37"
"101518","38","","38"
"101519","38A","","38А"
"101520","38B","","38Б"
"101521","39/1","","39/1"
"101522","40","","40"
"101523","40A","","40А"
"101524","41/43","","41/43"
"101525","42","","42"
"101526","45","","45"
"101527","47","","47"
"101528","49","","49"
"101529","50A","","50А"
"101530","51","","51"
"101531","52","","52"
"101532","53/7","","53/7"
"101533","54","","54"
"101534","54A","","54А"
"101535","55","","55"
"101536","56/1","","56/1"
"101537","56A","","56А"
"101538","57","","57"
"101539","58/2","","58/2"
"101540","59","","59"
"101541","60/1","","60/1"
"101542","61","","61"
"101543","62","","62"
"101544","64/2","","64/2"
"101545","66","","66"
"101546","68","","68"
"101547","70","","70"
"101548","72","","72"
"101549","72/8","","72/8"
"101550","72A","","72А"
"101551","72B","","72Б"
"101552","72G","","72Г"
"101553","74","","74"
"101554","74A","","74А"
"101555","76","","76"
"101556","76A","","76А"
"101557","78","","78"
"101558","80","","80"
"101559","82","","82"
"101560","84","","84"
"101561","86","","86"
"101562","88","","88"
"101563","90","","90"
"101564","90A","","90А"
"101565","92A","","92А"
"101566","92B","","92Б"
"101567","94","","94"
"101568","98/2","","98/2"
"101569","100","","100"
"101570","100A","","100А"
"101571","102","","102"
"101572","104","","104"
"101573","106","","106"
"101574","3","","3"
"101575","Bilic'kii prov.","","Білицький пров."
"101576","8","","8"
"101577","10","","10"
"101578","1","","1"
"101579","Bilichans'ka vul.","","Біличанська вул."
"101580","3","","3"
"101581","5","","5"
"101582","24A","","24А"
"101583","26","","26"
"101584","33","","33"
"101585","35","","35"
"101586","1","","1"
"101587","Bilokur Katerini vul.","","Білокур Катерини вул."
"101588","2/8","","2/8"
"101589","3","","3"
"101590","4","","4"
"101591","5/17","","5/17"
"101592","6","","6"
"101593","7/18","","7/18"
"101594","8","","8"
"101595","10","","10"
"101596","1","","1"
"101597","Bilomors'ka vul.","","Біломорська вул."
"101598","5","","5"
"101599","1","","1"
"101600","Bilorus'ka vul.","","Білоруська вул."
"101601","2","","2"
"101602","2A","","2А"
"101603","3","","3"
"101604","5","","5"
"101605","7/9","","7/9"
"101606","8","","8"
"101607","9A","","9А"
"101608","10/18","","10/18"
"101609","11","","11"
"101610","11B","","11Б"
"101611","13","","13"
"101612","15","","15"
"101613","15A","","15А"
"101614","15B","","15Б"
"101615","17","","17"
"101616","17A","","17А"
"101617","17B","","17Б"
"101618","17V","","17В"
"101619","21","","21"
"101620","22","","22"
"101621","23","","23"
"101622","23A","","23А"
"101623","24","","24"
"101624","26","","26"
"101625","28","","28"
"101626","28A","","28А"
"101627","30","","30"
"101628","30A","","30А"
"101629","30D","","30Д"
"101630","32","","32"
"101631","34","","34"
"101632","36","","36"
"101633","36A","","36А"
"101634","36B","","36Б"
"101635","38","","38"
"101636","40/15","","40/15"
"101637","44","","44"
"101638","Bilyashivs'kogo Akademika vul.","","Біляшівського Академіка вул."
"101639","1","","1"
"101640","Biruzova Marshala vul.","","Бірюзова Маршала вул."
"101641","2A","","2А"
"101642","3","","3"
"101643","4","","4"
"101644","5","","5"
"101645","6","","6"
"101646","7","","7"
"101647","8","","8"
"101648","9","","9"
"101649","10","","10"
"101650","12","","12"
"101651","13","","13"
"101652","14","","14"
"101653","15","","15"
"101654","16","","16"
"101655","17","","17"
"101656","18","","18"
"101657","19","","19"
"101658","20","","20"
"101659","21","","21"
"101660","22","","22"
"101661","23","","23"
"101662","25","","25"
"101663","26A","","26А"
"101664","27","","27"
"101665","2/4","","2/4"
"101666","Babushkina vul.","","Бабушкіна вул."
"101667","3","","3"
"101668","4","","4"
"101669","5","","5"
"101670","6","","6"
"101671","7","","7"
"101672","8","","8"
"101673","9","","9"
"101674","9A","","9А"
"101675","11/9","","11/9"
"101676","14","","14"
"101677","15","","15"
"101678","15A","","15А"
"101679","16","","16"
"101680","17","","17"
"101681","21/2","","21/2"
"101682","23","","23"
"101683","23A","","23А"
"101684","24","","24"
"101685","25","","25"
"101686","25A","","25А"
"101687","26","","26"
"101688","27","","27"
"101689","27/3","","27/3"
"101690","28","","28"
"101691","29","","29"
"101692","29A","","29А"
"101693","30","","30"
"101694","3","","3"
"101695","Babushkina prov.","","Бабушкіна пров."
"101696","1","","1"
"101697","Baggovutivs'ka vul.","","Багговутівська вул."
"101698","1A","","1А"
"101699","1B","","1Б"
"101700","2","","2"
"101701","3/15","","3/15"
"101702","4","","4"
"101703","8/10","","8/10"
"101704","9","","9"
"101705","9B","","9Б"
"101706","12","","12"
"101707","14","","14"
"101708","16-18","","16-18"
"101709","17/21","","17/21"
"101710","18","","18"
"101711","26","","26"
"101712","27","","27"
"101713","28","","28"
"101714","29-31","","29-31"
"101715","30","","30"
"101716","32","","32"
"101717","34","","34"
"101718","36","","36"
"101719","37/8","","37/8"
"101720","38","","38"
"101721","38A","","38А"
"101722","40","","40"
"101723","42","","42"
"101724","Bagrationa vul.","","Багратіона вул."
"101725","1D","","1Д"
"101726","Bazhana Mikoli prosp.","","Бажана Миколи просп."
"101727","1K","","1К"
"101728","1M","","1М"
"101729","2","","2"
"101730","3","","3"
"101731","3A","","3А"
"101732","4","","4"
"101733","5","","5"
"101734","5A","","5А"
"101735","5B","","5Б"
"101736","5V","","5В"
"101737","5G","","5Г"
"101738","5E","","5Е"
"101739","6","","6"
"101740","6B","","6Б"
"101741","7","","7"
"101742","7A","","7А"
"101743","7B","","7Б"
"101744","7V","","7В"
"101745","7G","","7Г"
"101746","7D","","7Д"
"101747","7E","","7Е"
"101748","7ZH","","7Ж"
"101749","7I","","7И"
"101750","9","","9"
"101751","9A","","9А"
"101752","9B","","9Б"
"101753","9V","","9В"
"101754","9G","","9Г"
"101755","9D","","9Д"
"101756","9E","","9Е"
"101757","9ZH","","9Ж"
"101758","9Z","","9З"
"101759","10","","10"
"101760","10A","","10А"
"101761","11/8","","11/8"
"101762","12","","12"
"101763","12A","","12А"
"101764","14","","14"
"101765","14A","","14А"
"101766","16","","16"
"101767","16A","","16А"
"101768","19","","19"
"101769","21/1","","21/1"
"101770","24/1","","24/1"
"101771","26","","26"
"101772","28","","28"
"101773","28A","","28А"
"101774","28V","","28В"
"101775","30","","30"
"101776","32","","32"
"101777","32A","","32А"
"101778","34","","34"
"101779","36","","36"
"101780","36A","","36А"
"101781","42B","","42Б"
"101782","44","","44"
"101783","O6-BM10","","О6-БМ10"
"101784","O6-BM6","","О6-БМ6"
"101785","O6-BM7","","О6-БМ7"
"101786","O6-BM8","","О6-БМ8"
"101787","O6-BM9","","О6-БМ9"
"101788","1","","1"
"101789","Bazhova vul.","","Бажова вул."
"101790","2","","2"
"101791","3","","3"
"101792","4","","4"
"101793","5","","5"
"101794","6","","6"
"101795","6A","","6А"
"101796","7/21","","7/21"
"101797","8","","8"
"101798","9","","9"
"101799","9A","","9А"
"101800","10","","10"
"101801","11/8","","11/8"
"101802","12","","12"
"101803","13/9","","13/9"
"101804","15/20","","15/20"
"101805","3","","3"
"101806","Baikal's'ka vul.","","Байкальська вул."
"101807","4","","4"
"101808","5","","5"
"101809","7","","7"
"101810","9","","9"
"101811","10","","10"
"101812","12","","12"
"101813","13","","13"
"101814","14","","14"
"101815","18","","18"
"101816","20","","20"
"101817","2","","2"
"101818","Baikova vul.","","Байкова вул."
"101819","4","","4"
"101820","6","","6"
"101821","7","","7"
"101822","16","","16"
"101823","1","","1"
"101824","Bakala vul. (Kocubins'ke)","","Бакала вул. (Коцюбинське)"
"101825","9","","9"
"101826","11","","11"
"101827","37","","37"
"101828","44","","44"
"101829","46","","46"
"101830","48","","48"
"101831","50","","50"
"101832","52","","52"
"101833","1/8","","1/8"
"101834","Bakins'ka vul.","","Бакинська вул."
"101835","2","","2"
"101836","2A","","2А"
"101837","5/2","","5/2"
"101838","7","","7"
"101839","9","","9"
"101840","9/10","","9/10"
"101841","11","","11"
"101842","12","","12"
"101843","13","","13"
"101844","15","","15"
"101845","17/11","","17/11"
"101846","19/6","","19/6"
"101847","21","","21"
"101848","21A","","21А"
"101849","22","","22"
"101850","23","","23"
"101851","24","","24"
"101852","25","","25"
"101853","26","","26"
"101854","27","","27"
"101855","28","","28"
"101856","29","","29"
"101857","30","","30"
"101858","32","","32"
"101859","34","","34"
"101860","35","","35"
"101861","35A","","35А"
"101862","37","","37"
"101863","37/41","","37/41"
"101864","37A","","37А"
"101865","37B","","37Б"
"101866","37V","","37В"
"101867","37G","","37Г"
"101868","41A","","41А"
"101869","3","","3"
"101870","Bakins'kii prov.","","Бакинський пров."
"101871","5","","5"
"101872","7","","7"
